,age,education,balance,day,month,campaign,pdays,previous,y,job_admin,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14
49,0.21153846153846156,2.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
52,0.2692307692307693,2.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.027276126859792,0.10420401109523125,0.20652438391945083,0.19040616768975716,0.10126000483835029,-0.5367789952344841,0.7738869137340904,-0.25487430477407175,0.18126383182111394,-0.08694992712889243,-0.01765417513801626,0.009385295340507471,-0.0202478781057692,0.007212876956799107
60,0.2692307692307693,2.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,1.0,-0.6925062223619866,-1.1800395514208761,0.12245084843205789,-0.24934672209256886,0.13309125690293278,-0.3404669263275187,-0.13438827312361848,-0.03298010064321055,-0.23068056389089853,0.1776491759230307,0.1099152943649502,-0.10772372943846849,0.08866790259692703,0.750321655419929
78,0.5961538461538463,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.6924459878265253,-1.181131189954772,0.11461341202877684,-0.2710207808753752,0.10695429954668056,-0.32053261859716164,-0.09962558793017917,-0.07961823011796804,-0.11004345061265047,0.16196281560940834,0.021212067047815586,-0.024351508159741478,-0.011562046865666562,-0.0019235819893062747
79,0.7115384615384616,1.0,0.375,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0659569906256854,0.09695580728909858,0.13800472260313057,0.1755676192437009,0.19013457955390756,-0.2899880889463008,-0.5214103383299603,-0.4215111689144025,-0.4023334981276858,-1.4528025487435858,0.04056060204870943,0.0017854872781802728,-0.013038598895823317,-0.07710090759418761
98,0.40384615384615385,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0639468114672848,0.15574171918041502,0.2797032571258866,0.10551107140656572,0.11747689999658906,-0.29439235872544606,-0.10788502448950289,0.031446179254949164,-0.1966760179559524,0.2015506373503793,0.08400700711170961,-0.4663188387250002,-0.6718817253318535,-0.313507037586054
104,0.17307692307692313,2.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.19528852539236,0.14455743230451434,0.17747239541037185,-0.35224736994886896,-0.23541254420884983,0.5573165459666521,0.13504895258908814,-0.2554740392212583,-0.8260314318751663,-1.0497433938577498,0.04411907675915544,-0.022336972498762056,-0.011411381551323888,-0.06701727568347393
119,0.7500000000000001,0.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.8249854289228692,-1.1390471326635931,0.1265508268608384,-0.7115012544422465,-0.2661526953094162,0.4117301941432763,0.0626576285689448,-0.13164900094885745,0.07431605296086397,0.04894314665330263,-0.009748757692778387,-0.0028918550707812823,-0.019084935340720154,-0.03300491919762361
122,0.3076923076923077,3.0,0.625,5.0,5.0,3.0,-1.0,0.0,0.0,1.0,-0.7917814344927365,-0.8157887670179357,0.012094329939659643,1.043573289009773,-0.28082321552858047,-0.11471670557784552,0.7622082565726005,-0.18308261672329162,0.20248293213364033,-0.04408957294450205,-0.029867631000498385,0.011593796650530785,-0.028702367245781468,-0.003932140288167791
128,0.25,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
134,0.1923076923076924,2.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.8232784864539597,-0.9473509489528363,-1.2630506295264423,-0.8096391501990776,-0.20956649685729156,0.4215603523261696,0.014784191796487434,-0.10105164100881081,0.09602650854007255,0.15831092983794975,0.024816595008468778,-0.04450727174277787,-0.00018821795033347258,-0.024946093918072412
136,0.2692307692307693,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.8249854289228692,-1.1390471326635931,0.1265508268608384,-0.7115012544422465,-0.2661526953094162,0.4117301941432763,0.0626576285689448,-0.13164900094885745,0.07431605296086397,0.04894314665330263,-0.009748757692778387,-0.0028918550707812823,-0.019084935340720154,-0.03300491919762361
137,0.48076923076923084,3.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
141,0.3076923076923077,1.0,0.625,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
148,0.48076923076923084,0.0,0.625,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
151,0.15384615384615385,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.6924459878265253,-1.181131189954772,0.11461341202877684,-0.2710207808753752,0.10695429954668056,-0.32053261859716164,-0.09962558793017917,-0.07961823011796804,-0.11004345061265047,0.16196281560940834,0.021212067047815586,-0.024351508159741478,-0.011562046865666562,-0.0019235819893062747
155,0.4423076923076924,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.6956538941561946,-1.1866487576790088,0.08708315405359723,-0.18368626524967646,0.15939442845334117,-0.43557444076967666,-0.5938016623501036,-0.2976861306420017,0.4980139867083444,-0.35411600823253336,-0.013307232403224512,0.02123060470616106,-0.020712152685219583,-0.04308855110833727
169,0.6153846153846154,0.0,0.25,5.0,5.0,3.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
170,0.326923076923077,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
189,0.25,2.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0574593089298658,0.3129332740011468,-1.1500582811860434,0.06281618095298307,0.2004660342479334,-0.36753629303347807,-0.609437633839881,-0.31379504074165326,0.5110773773264576,-0.2648222389801972,0.0197696338446533,-0.018826277387109583,-0.00038011555076456274,0.005322834639043152
204,0.326923076923077,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.6637637696172115,-1.2036818368741677,0.054064362771810814,-0.15423417426973357,0.1167745974958827,-0.5949869847877892,0.7416494484514105,-0.2081680347343734,0.1899108967822094,-0.0668759131965816,-0.01616568868464685,0.007826760761781543,-0.02168319784983754,-0.03313968351103013
223,0.7115384615384616,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0560185796045671,0.1278462965485228,0.2749108695796979,0.09529361986692177,0.11757666424540036,-0.2822589367742135,-0.10215080784093854,-0.07968637068290885,-0.23932762885199388,0.15757516199071991,0.1084268079115808,-0.10616519485974253,0.09010322234099535,0.7906742158877582
237,0.3653846153846154,0.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
242,0.3846153846153847,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,1.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
246,0.07692307692307698,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
251,0.6730769230769232,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
252,0.3076923076923077,1.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
269,0.42307692307692313,0.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0589554664793197,0.33836083997642386,-1.1515618875550215,-0.0007682828430961991,0.1774233750596118,-0.2872486911032341,-0.17245108613762505,-0.06497574385276483,-0.2773839905623971,0.34966832095636885,-0.4792607309168985,0.6343764399969176,-0.143410487716963,-0.10845082511683256
270,0.46153846153846156,2.0,0.25,5.0,5.0,2.0,-1.0,0.0,1.0,0.0,-1.0574593089298658,0.3129332740011468,-1.1500582811860434,0.06281618095298307,0.2004660342479334,-0.36753629303347807,-0.609437633839881,-0.31379504074165326,0.5110773773264576,-0.2648222389801972,0.0197696338446533,-0.018826277387109583,-0.00038011555076456274,0.005322834639043152
271,0.42307692307692313,0.0,0.25,5.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
284,0.23076923076923084,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.6907390453576159,-0.9894350062440156,-1.2749880443585038,-0.36915867663220625,0.1635404979988052,-0.3107024604142683,-0.14749902470263654,-0.04902087017792134,-0.08833299503344183,0.27133059879405536,0.05577741974906278,-0.06596692483173806,0.007334670524720109,0.006135243290244926
293,0.6923076923076924,2.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.8305035962299437,-0.7704122914129534,0.09379591688154265,0.971175423431215,-0.265381964097338,0.13794714516206918,-0.11700432658928073,-0.03174697583748609,-0.19416520858791753,0.2893975407008889,0.2414393564231816,-0.08581444610416013,0.6547742322289112,-0.4809810875623093
296,0.25,1.0,0.625,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.6956538941561946,-1.1866487576790088,0.08708315405359723,-0.18368626524967646,0.15939442845334117,-0.43557444076967666,-0.5938016623501036,-0.2976861306420017,0.4980139867083444,-0.35411600823253336,-0.013307232403224512,0.02123060470616106,-0.020712152685219583,-0.04308855110833727
309,0.48076923076923084,3.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.027276126859792,0.10420401109523125,0.20652438391945083,0.19040616768975716,0.10126000483835029,-0.5367789952344841,0.7738869137340904,-0.25487430477407175,0.18126383182111394,-0.08694992712889243,-0.01765417513801626,0.009385295340507471,-0.0202478781057692,0.007212876956799107
317,0.6346153846153847,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.6924459878265253,-1.181131189954772,0.11461341202877684,-0.2710207808753752,0.10695429954668056,-0.32053261859716164,-0.09962558793017917,-0.07961823011796804,-0.11004345061265047,0.16196281560940834,0.021212067047815586,-0.024351508159741478,-0.011562046865666562,-0.0019235819893062747
318,0.42307692307692313,0.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
320,0.6346153846153847,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
330,0.576923076923077,1.0,0.375,5.0,5.0,3.0,-1.0,0.0,0.0,0.0,-0.6992367270534355,-1.2054124729560638,0.013074959430670163,-0.25640723834148843,0.15320904330477936,-0.233154256327091,-0.05947172919271579,-0.15673699835067056,-1.0017438704875852,-0.9166497109693332,0.0765683879531189,-0.04535516016644821,-0.0053238128203386345,-0.07628849894298584
338,0.6346153846153847,1.0,0.0,5.0,5.0,3.0,-1.0,0.0,0.0,1.0,-1.0542514026001966,0.3184508417253833,-1.1225280232108636,-0.02451833467271565,0.1480259053412728,-0.2524944708609631,-0.11526155941995658,-0.09572714021761963,-0.09698005999453718,0.25125658486174457,0.05428893329569337,-0.06440839025301211,0.008769990268788448,0.04648780375807415
353,0.34615384615384615,1.0,0.25,5.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
367,0.48076923076923084,2.0,0.375,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.6956538941561946,-1.1866487576790088,0.08708315405359723,-0.18368626524967646,0.15939442845334117,-0.43557444076967666,-0.5938016623501036,-0.2976861306420017,0.4980139867083444,-0.35411600823253336,-0.013307232403224512,0.02123060470616106,-0.020712152685219583,-0.04308855110833727
378,0.28846153846153855,2.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
393,0.17307692307692313,1.0,0.75,6.0,5.0,1.0,-1.0,0.0,0.0,1.0,-1.0574593089298658,0.3129332740011468,-1.1500582811860434,0.06281618095298307,0.2004660342479334,-0.36753629303347807,-0.609437633839881,-0.31379504074165326,0.5110773773264576,-0.2648222389801972,0.0197696338446533,-0.018826277387109583,-0.00038011555076456274,0.005322834639043152
395,0.2692307692307693,1.0,0.25,6.0,5.0,3.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
397,0.3846153846153847,1.0,0.375,6.0,5.0,1.0,-1.0,0.0,0.0,1.0,-1.0591662513987752,0.1212370902903902,0.23954317520123725,0.16095407670981415,0.14387983579580876,-0.3773664512163714,-0.5615641970674237,-0.3443924006817,0.48936692174724894,-0.37419002216484426,-0.01479571885659392,0.022789139284887017,-0.019276832941151244,-0.0027359906405080483
405,0.6153846153846154,2.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.6924459878265253,-1.181131189954772,0.11461341202877684,-0.2710207808753752,0.10695429954668056,-0.32053261859716164,-0.09962558793017917,-0.07961823011796804,-0.11004345061265047,0.16196281560940834,0.021212067047815586,-0.024351508159741478,-0.011562046865666562,-0.0019235819893062747
406,0.7692307692307693,2.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
417,0.48076923076923084,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
423,0.42307692307692313,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0543116371356578,0.31954248025927934,-1.1146905868075825,-0.00284427588990932,0.174162862697525,-0.2724287785913201,-0.1500242446133959,-0.049089010742862205,-0.21761717327278524,0.26694294517536693,0.142992160612828,-0.1477806115317391,0.10899993973138203,0.7987330411673094
432,0.40384615384615385,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.027276126859792,0.10420401109523125,0.20652438391945083,0.19040616768975716,0.10126000483835029,-0.5367789952344841,0.7738869137340904,-0.25487430477407175,0.18126383182111394,-0.08694992712889243,-0.01765417513801626,0.009385295340507471,-0.0202478781057692,0.007212876956799107
443,0.11538461538461542,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0591662513987752,0.1212370902903902,0.23954317520123725,0.16095407670981415,0.14387983579580876,-0.3773664512163714,-0.5615641970674237,-0.3443924006817,0.48936692174724894,-0.37419002216484426,-0.01479571885659392,0.022789139284887017,-0.019276832941151244,-0.0027359906405080483
452,0.5384615384615385,3.0,0.5,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
457,0.3653846153846154,1.0,0.375,6.0,5.0,1.0,-1.0,0.0,1.0,0.0,-0.6907390453576159,-0.9894350062440156,-1.2749880443585038,-0.36915867663220625,0.1635404979988052,-0.3107024604142683,-0.14749902470263654,-0.04902087017792134,-0.08833299503344183,0.27133059879405536,0.05577741974906278,-0.06596692483173806,0.007334670524720109,0.006135243290244926
461,0.40384615384615385,0.0,0.25,6.0,5.0,2.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
483,0.48076923076923084,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.055958345069106,0.1267546580146267,0.26707343317641685,0.07361956108411544,0.09143970688914815,-0.26232462904385645,-0.06738812264749923,-0.12632450015766633,-0.11869051557374588,0.14188880167709744,0.019723580594446177,-0.02279297358101552,-0.010126727121598223,0.03842897847852295
485,0.6923076923076924,0.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0560185796045671,0.1278462965485228,0.2749108695796979,0.09529361986692177,0.11757666424540036,-0.2822589367742135,-0.10215080784093854,-0.07968637068290885,-0.23932762885199388,0.15757516199071991,0.1084268079115808,-0.10616519485974253,0.09010322234099535,0.7906742158877582
490,0.2692307692307693,1.0,0.25,6.0,5.0,2.0,-1.0,0.0,0.0,0.0,-0.8232784864539597,-0.9473509489528363,-1.2630506295264423,-0.8096391501990776,-0.20956649685729156,0.4215603523261696,0.014784191796487434,-0.10105164100881081,0.09602650854007255,0.15831092983794975,0.024816595008468778,-0.04450727174277787,-0.00018821795033347258,-0.024946093918072412
491,0.21153846153846156,1.0,0.375,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.6924459878265253,-1.181131189954772,0.11461341202877684,-0.2710207808753752,0.10695429954668056,-0.32053261859716164,-0.09962558793017917,-0.07961823011796804,-0.11004345061265047,0.16196281560940834,0.021212067047815586,-0.024351508159741478,-0.011562046865666562,-0.0019235819893062747
492,0.34615384615384615,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
495,0.40384615384615385,1.0,0.25,6.0,5.0,2.0,-1.0,0.0,0.0,1.0,-0.6907390453576159,-0.9894350062440156,-1.2749880443585038,-0.36915867663220625,0.1635404979988052,-0.3107024604142683,-0.14749902470263654,-0.04902087017792134,-0.08833299503344183,0.27133059879405536,0.05577741974906278,-0.06596692483173806,0.007334670524720109,0.006135243290244926
513,0.4423076923076924,0.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.8249854289228692,-1.1390471326635931,0.1265508268608384,-0.7115012544422465,-0.2661526953094162,0.4117301941432763,0.0626576285689448,-0.13164900094885745,0.07431605296086397,0.04894314665330263,-0.009748757692778387,-0.0028918550707812823,-0.019084935340720154,-0.03300491919762361
523,0.21153846153846156,2.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
543,0.3076923076923077,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,1.0,-1.1884977861654498,0.16883871530580596,0.27901084800847853,-0.3668609124827557,-0.2816672879669486,0.46993818369658147,0.09489509385162473,-0.17835527098855575,0.0656689879997685,0.028869132720991786,-0.011237244146147907,-0.0013333204920553121,-0.017649615596651815,0.0073476412702056255
564,0.7884615384615384,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-1.0591662513987752,0.1212370902903902,0.23954317520123725,0.16095407670981415,0.14387983579580876,-0.3773664512163714,-0.5615641970674237,-0.3443924006817,0.48936692174724894,-0.37419002216484426,-0.01479571885659392,0.022789139284887017,-0.019276832941151244,-0.0027359906405080483
568,0.3076923076923077,1.0,0.25,6.0,5.0,1.0,-1.0,0.0,0.0,0.0,-0.6871367191883667,-1.1877528838395537,0.1263241930392731,-0.251024970563737,0.12452827632681629,-0.33672771702722687,-0.1308359080299642,-0.05552738279476005,-0.1774275601996339,0.2285386169802896,0.07156109390089074,-0.06419303362832947,0.008214179366607677,0.13888127770056113
